"","D1","D2","fear_mean","disgust_mean","approach_mean"
"Sp_263",0.187820340273435,-0.139161499692018,57.6744186046512,71.5348837209302,48.1627906976744
"Sp_264",0.0475896149863409,-0.422082845735918,60.7777777777778,76.5185185185185,42.7037037037037
"Sp_265",-0.133780974261596,-0.518147975565067,45.0487804878049,52.6585365853659,36.4146341463415
"Sp_266",-0.467005270334427,0.194796071807171,62.1578947368421,79.2105263157895,53.2894736842105
"Sp_267",-0.367146260038929,-0.308981633530733,50.4242424242424,61.2121212121212,40.6969696969697
"Sp_268",-0.746574513793958,-0.26440112513393,26.3571428571429,36.3571428571429,25.2380952380952
"Sp_269",0.460558179109124,-0.600548106409302,60.8139534883721,69.5116279069767,45.2558139534884
"Sp_270",-0.588908184521299,-0.590683975324191,18.96,24.76,17.7866666666667
"Sp_271",-0.248347658912754,0.672158891046696,41.7727272727273,49.8181818181818,29.9318181818182
"Sp_272",-0.312276498140031,0.667683435364947,34.3666666666667,45.2333333333333,27.4333333333333
"Sp_273",-0.136422000313782,0.747595260887297,44.5142857142857,55.8857142857143,28.3714285714286
"Sp_274",-0.177264233158122,0.713659463643278,43.4,56.5777777777778,31.0666666666667
"Sp_275",-0.282646586673679,0.70433775438723,48.2857142857143,58.1071428571429,26.75
"Sp_276",-0.0496525111602592,0.683125585666193,40.75,51.475,29.45
"Sp_277",-0.443295258435773,0.685759979002097,29.9459459459459,51.3513513513514,23.5405405405405
"Sp_278",-0.0622567760939291,0.777738604783744,43.6341463414634,53.7073170731707,34.0243902439024
"Sp_279",-0.464610153105595,0.552557841205279,31.8787878787879,36.7272727272727,29.8787878787879
"Sp_280",0.235652959292118,0.709204066870122,62.4897959183673,72.8163265306122,43.3265306122449
"Sp_281",0.194610829852401,0.419411781848877,75.7894736842105,87.1842105263158,57.6315789473684
"Sp_282",0.207259539695581,0.780465291051238,74.8846153846154,80.2564102564103,53.7564102564103
"Sp_283",0.165230779814236,0.685944323654042,75.5128205128205,83.4358974358974,59.1025641025641
"Sp_284",0.079042603860265,0.680023437089715,70.4302325581395,82.1511627906977,52.8139534883721
"Sp_285",0.585908273134246,-0.411706795003661,67.8181818181818,72.3787878787879,58.7121212121212
"Sp_286",0.810944806001937,0.0856556808052854,67.3260869565217,75.6739130434783,59.2173913043478
"Sp_287",0.45745227245731,-0.222051176879175,66.5476190476191,74.5238095238095,54.6190476190476
"Sp_288",0.653327881588182,-0.208739757529033,77.6046511627907,82.2790697674419,62.6279069767442
"Sp_289",0.716862261905407,-0.0287085266243398,56.3333333333333,73.5384615384615,48.4102564102564
"Sp_290",0.642921248450747,-0.0511802601627195,67.8888888888889,73.4888888888889,56.7333333333333
"Sp_291",0.700287410683066,-0.11956234143938,66.8709677419355,73.5483870967742,53.3655913978495
"Sp_292",0.672813527973994,-0.162762101654449,64.1081081081081,70.3513513513514,49.972972972973
"Sp_293",0.758658966017565,-0.114468328045154,72.9444444444444,77.8888888888889,63.8888888888889
"Sp_294",0.0210698462921444,-0.605070888779178,74.2,79.3142857142857,57.1142857142857
"Sp_295",0.581854159075594,0.0942447969431614,70.45,74.475,56.075
"Sp_296",0.796808021526103,-0.191354988194278,69.2702702702703,71.945945945946,63.6216216216216
"Sp_297",0.694439180379539,-0.235420590789596,70.6153846153846,78.2051282051282,52.8461538461538
"Sp_298",0.46444674339867,0.98330299176728,8.875,8.47916666666667,10.2083333333333
"Sp_299",0.480161483447289,-0.393334059137777,64.25,76.675,49.925
"Sp_300",0.790802975265116,-0.0426726982370973,71.3913043478261,75.3260869565217,62.7391304347826
"Sp_301",0.412810571291549,0.125151064650935,70.15,72.075,49.425
