"","D1","D2","fear_mean","disgust_mean","approach_mean"
"Sp_302",0.831759149974001,-0.033414554641752,71.9166666666667,75.4791666666667,51.5416666666667
"Sp_303",0.660275134361771,0.517756844553417,67.7142857142857,83.2619047619048,58.6666666666667
"Sp_304",-0.594845750679478,0.658027265343915,47.0810810810811,63.2702702702703,44.4054054054054
"Sp_305",0.00248780905666189,0.699936395816503,43.4186046511628,60.6976744186046,34.6744186046512
"Sp_306",0.34044468957522,0.973651325844865,18.8421052631579,16.9210526315789,14.5
"Sp_307",-0.627004335545989,0.792311580864282,7.48571428571429,10.1142857142857,8.82857142857143
"Sp_308",0.248242079098741,-0.583507635559475,57.6046511627907,64.2325581395349,49.4883720930233
"Sp_309",0.00470922979697411,0.651019466618671,43.8333333333333,59.0151515151515,33.0606060606061
"Sp_310",-0.149903541742359,-0.750610918226582,50.5483870967742,52.2903225806452,43.2903225806452
"Sp_311",-0.0774415716475577,-0.156020029607105,59.6091954022989,70.8850574712644,51.9310344827586
"Sp_313",-0.827721909099608,-0.11446249968332,18.4468085106383,23.9148936170213,21.7659574468085
"Sp_314",-0.647152142618598,-0.146084182331785,56.8481012658228,62.6075949367089,50.620253164557
"Sp_315",-0.53893452040887,-0.528179544302926,48.9230769230769,66.8615384615385,42.9846153846154
