"","D1","D2","D3","D4","D5","fear_mean","disgust_mean","approach_mean"
"Sp_193",-0.0747637070287326,-0.237351524386151,0.075976473009032,0.375553209722074,-0.534209517039092,32.8918918918919,43.9459459459459,36.4594594594595
"Sp_194",0.616530155479192,-0.146984491052051,0.106102532941217,-0.259617854056836,-0.186070406656955,68.8085106382979,72.4255319148936,56.2765957446809
"Sp_195",-0.00671929546906933,0.190354247616809,0.42478081385446,0.254620814752052,0.207463902495665,47.28125,52,38.3125
"Sp_196",-0.10810012885927,-0.382251622210802,-0.259955434586607,0.174873550813671,-0.420903112173811,45.025641025641,53.3589743589744,39.3333333333333
"Sp_197",0.477019669717212,0.277661341646292,-0.103035143638955,-0.421130019174922,0.0159575519693432,72.15,73.375,57.2
"Sp_198",0.647819177863114,0.279934158069091,-0.29591948224638,-0.158840735029341,-0.0094957479732218,73.2558139534884,72.4651162790698,55.3953488372093
"Sp_199",-0.0159523818080356,-0.239348674672516,-0.336729326601256,0.0116373687190971,-0.517621319467352,31.7435897435897,44.2051282051282,30.7948717948718
"Sp_200",0.361903909636485,-0.240950536260983,-0.195875375889938,0.0784229771280763,-0.367036894304801,71.4761904761905,84.6428571428571,52.7142857142857
"Sp_201",0.22663697776166,-0.428593153831196,0.346067740673877,0.0980136427886833,-0.266140640651513,71,68.6333333333333,52.3
"Sp_202",0.228717650449781,-0.180121795974764,0.0875165894511793,0.515440985070194,0.0450153002474132,56.1739130434783,65.1304347826087,45.7826086956522
"Sp_203",-0.122111047512574,-0.210608968308232,0.417440150747716,-0.0733003580035461,-0.573104016626768,55.7234042553191,54.936170212766,54.8723404255319
"Sp_204",0.104148805681824,-0.107741413701132,0.65600525468726,-0.425059887363178,0.0753761855869913,18.7236842105263,22.5657894736842,13.5789473684211
"Sp_205",-0.270875496284077,0.687598376973588,-0.156680812834287,0.0518464162422681,-0.277882231788524,17.9893617021277,23.3936170212766,15.468085106383
"Sp_206",-0.113902031215298,0.234760550224352,0.0542497592469348,0.487184257778477,-0.435774954570806,34.7297297297297,45.4864864864865,32.8648648648649
"Sp_207",-0.22046742143953,-0.162808150265688,0.0266744852819167,0.428509485564579,-0.179217631096273,40.9090909090909,49.9318181818182,38.6136363636364
"Sp_208",0.290314275443847,0.536106306929623,0.214856902143422,-0.114681800174623,0.0966260341809864,61.4634146341463,68.0487804878049,51.2682926829268
"Sp_209",-0.0313982513878462,0.607184647094241,-0.153919409025645,0.030845337224986,-0.00287838260504069,48.6590909090909,54.0454545454545,32.75
"Sp_210",0.313359322712016,0.169411169442723,0.555953828649604,-0.150329901329844,0.421073387370742,57.5641025641026,51.1025641025641,70
"Sp_211",-0.17574346444512,0.451303118197938,-0.457468546617557,-0.0650483726438179,-0.143310961363015,39.9574468085106,46.3191489361702,37.1063829787234
"Sp_212",-0.29610049356644,0.661222636084624,-0.282258847891932,-0.172181567760254,-0.107795248296498,22.1125,27.9,17.25
"Sp_213",0.357120695122897,-0.176463652858627,0.204724163443554,0.370041445374122,-0.195119382062464,47.969696969697,56.3939393939394,36.6969696969697
"Sp_214",-0.162288990292305,-0.280949750797169,-0.315788487982302,0.233613250632799,0.0312306048496041,44.3103448275862,47.6551724137931,37.3448275862069
"Sp_215",0.0154996588091141,-0.264582450817881,-0.25404749347146,0.102234602648326,-0.562057629562311,37.0263157894737,45.2631578947368,38.1842105263158
"Sp_216",0.421206691044334,-0.254775360221256,0.0256640127675865,-0.491729587692448,-0.0457752180936436,66.1,72.85,55.875
"Sp_217",0.549912623356312,-0.0329933354664556,0.115892156298328,-0.249704821318843,0.264441248499911,69.9117647058823,75.9705882352941,54.5
"Sp_218",0.0139016424930904,0.250598981326878,0.153286193282413,-0.587441794926315,0.21700125432927,20.7101449275362,41.695652173913,8.26086956521739
"Sp_219",-0.591946608538279,0.0719215390543655,-0.018723044138903,0.000960070167689033,-0.468403770749794,10.0416666666667,14.3472222222222,13.7083333333333
"Sp_220",-0.303071008236966,0.0965372628692802,0.0742185501681418,-0.0578630749501171,0.445859548544598,46.9722222222222,49.2777777777778,42.8888888888889
"Sp_221",0.463610239008855,-0.202470276249826,0.370054628569974,-0.238378978809985,-0.271594063702773,70.4698795180723,72.3493975903614,58.4096385542169
"Sp_222",0.587929158109947,-0.255496413830264,0.260386325619083,-0.111607382085099,0.0153269538001021,68.6190476190476,79.6904761904762,61.7380952380952
"Sp_223",0.593917032718829,-0.340374250013376,0.141877982434004,-0.26624949932509,0.0411910999040676,71.5555555555556,80.4888888888889,60.8
"Sp_224",-0.345953288215417,-0.0552587099770058,-0.2684573295102,0.459766223007658,-0.0314011299196919,39.5116279069767,50.7209302325581,40.3953488372093
"Sp_225",0.599757693143387,-0.155062371917835,0.146101755744923,-0.323773781844278,0.10366342452458,72.1052631578947,76.4078947368421,60.2894736842105
"Sp_226",0.284252606832301,-0.0863448694532073,-0.23825746350337,-0.132191198060563,-0.497395405530875,52.4054054054054,53.7027027027027,43.8108108108108
"Sp_227",0.0199615346359004,0.0531711918249807,0.410211059136769,0.260206212312316,0.534975038333752,46,51.525,35.375
"Sp_228",0.108539301391165,-0.233827425710204,-0.0599349998683853,0.404969216804167,-0.411791520825354,57.906976744186,70.1395348837209,45.8604651162791
"Sp_229",-0.264726474956061,0.174618335050813,1.07111666430313,0.0471369291563816,-0.0971675447234866,2.53846153846154,3.15384615384615,3.43589743589744
"Sp_230",-0.170842961189166,-0.088247152725919,0.000151264173301821,0.343086597688425,0.41961683362724,45.972972972973,54.6891891891892,34.2432432432432
"Sp_231",-0.385120784109856,0.799851036016354,-0.159842495814741,0.0223256066421809,-0.15407032517412,10.3409090909091,10.1363636363636,8.34090909090909
"Sp_232",-0.289141590776286,0.00870613606635727,0.0883315252808224,0.33425325048403,0.322110335851878,58.1162790697674,60.093023255814,38.6744186046512
"Sp_233",-0.58400711548611,-0.177211317242923,-0.0112236150933074,-0.440799332150666,0.0156108530973244,26.9090909090909,32.5454545454545,25.7727272727273
"Sp_234",-0.192652615516132,-0.234110852723691,0.0906145153991136,-0.309366873100263,0.442879512627661,71,80.3414634146341,56.6341463414634
"Sp_235",-0.16964216990681,-0.244422199446444,-0.245319865858404,0.219783314658017,0.435151254240027,55.7746478873239,62.3380281690141,42.830985915493
"Sp_236",-0.408643331075754,-0.103893286144478,-0.404197707711095,0.042786282931331,-0.168983511360937,44.5121951219512,53.5853658536585,42.609756097561
"Sp_237",0.305872751295338,0.092511971182357,0.565979945662104,-0.140120166066814,-0.431240642126929,37.4473684210526,40.5,33.7105263157895
"Sp_238",-0.553732836743328,-0.250249924098348,-0.190771249734891,-0.2924900813352,0.0331058887740786,21,28.0789473684211,22.9210526315789
"Sp_239",-0.541817380624016,-0.0970506626698387,-0.176398687331859,-0.185383181444094,-0.292169785011465,26.9117647058824,30.1176470588235,24.1764705882353
"Sp_240",-0.557979296500354,-0.175431055206966,-0.278916937456026,-0.219254329516498,-0.00395672461099174,31.1315789473684,32.7631578947368,33.0789473684211
"Sp_241",-0.685557509486186,-0.260451674619745,-0.0862774562815444,-0.188002497506425,-0.29581615045729,20.8205128205128,23.3846153846154,17.2564102564103
"Sp_242",-0.596913917583729,-0.15538068036655,0.100738670072564,-0.493297659085399,-0.0612105529586312,24.3548387096774,29.5806451612903,21.5161290322581
"Sp_243",-0.577782581408355,-0.0449136304655605,-0.20970206005945,-0.296443331474655,-0.129827591026893,58.4523809523809,72.0476190476191,51.9047619047619
"Sp_244",-0.423965220731407,-0.200948649435204,-0.0342426804509427,0.247407169852716,0.302617921858069,46.1363636363636,52.4242424242424,40.7272727272727
"Sp_245",-0.482683850080708,0.121057388695847,-0.120782937454153,-0.538231471642326,-0.239074638934749,19.0357142857143,39.5357142857143,20.6785714285714
"Sp_246",-0.563917433465019,0.0789319047375892,0.0968404175404539,-0.631106445726357,0.0642595667149284,50.0810810810811,57.6756756756757,47.2972972972973
"Sp_247",-0.480881867663731,0.220868987651489,-0.199656910949936,0.147938370755409,-0.469518458445104,15.5,22.047619047619,16.3095238095238
"Sp_248",0.557216372302461,0.380948179795468,-0.134608275318785,-0.370329096819638,0.00789439825013201,71.6222222222222,73.2,52.1111111111111
"Sp_249",-0.545024294941889,-0.0178067537569843,-0.197961805013363,-0.0597662721495275,0.189491262026554,39.5483870967742,42.247311827957,36.010752688172
"Sp_250",-0.493839208147873,0.123336607180071,0.0153550189698967,-0.647918351446217,0.00495316882414559,31.6136363636364,37.3409090909091,24.7045454545455
"Sp_251",-0.352266760957829,0.358915294165414,0.157677890365312,0.449340542532993,0.0265984485271232,38.9428571428571,48.1238095238095,30.4
"Sp_252",-0.519003547432123,-0.205499915654221,0.281450108933514,0.297283752164362,-0.237148774871431,58.9032258064516,68.5806451612903,53.6774193548387
"Sp_253",-0.646188575749531,-0.223416508788141,-0.024516688207198,-0.442309779451706,0.104103616223208,30.1707317073171,39.0731707317073,26.609756097561
"Sp_254",-0.340790344777989,-0.419208793991372,0.0646878764063337,-0.0198226065687801,-0.374107149648274,51.6052631578947,67.2368421052632,45.8421052631579
"Sp_255",-0.512359399887815,0.372367475903259,0.14606763331413,0.366596862040815,-0.137071743236058,22.9642857142857,26.5357142857143,20.0714285714286
"Sp_256",-0.107457502573934,-0.308552877265312,-0.0105116901026946,0.423300206070978,0.0862033669475107,54.3095238095238,68.2619047619048,43.4285714285714
"Sp_257",-0.4942299835878,-0.201222765571993,0.125759248553975,0.193060514721677,-0.418105902357909,56.90625,79.125,51.21875
"Sp_258",-0.207429549402608,-0.0262236965695942,0.188718975191928,-0.227679545293348,0.351660658752625,45.5,48.875,40.05
"Sp_259",0.585032328836804,-0.284417575617454,-0.0373049324175369,-0.0108767727320653,0.0581922921414099,69.2222222222222,74.3111111111111,62.4
"Sp_260",0.192649380637705,-0.245430513759727,-0.200321851822576,0.379575127008927,-0.207290289178396,68.7173913043478,79.9130434782609,60.195652173913
"Sp_261",0.181126450977683,0.574765248341339,-0.113413823512229,0.140514387292243,0.0802129205470536,60.1518987341772,61.8987341772152,45.5316455696203
"Sp_262",-0.0993908652441517,-0.471942689861306,-0.29675834314473,0.0968922320426927,0.198849245349011,56.8541666666667,64.5208333333333,48.3541666666667
"Sp_263",0.190960214118566,-0.279091859888669,-0.15252948364446,0.080261812070865,0.39914232945137,57.6744186046512,71.5348837209302,48.1627906976744
"Sp_264",0.0643029391837826,-0.378588400108494,-0.305595241807363,-0.16702209503682,0.200027206115588,60.7777777777778,76.5185185185185,42.7037037037037
"Sp_265",-0.101116579654884,-0.237499480208913,-0.317387191843382,0.454427680851268,-0.0847700953269525,45.0487804878049,52.6585365853659,36.4146341463415
"Sp_266",-0.255656473190027,0.105781415591941,-0.0644324027133195,-0.00757796446382472,-0.575373052773385,62.1578947368421,79.2105263157895,53.2894736842105
"Sp_267",-0.286620840210594,-0.185224005235858,-0.253459278623703,-0.0312052163038533,0.455335758579166,50.4242424242424,61.2121212121212,40.6969696969697
"Sp_268",-0.634279846928097,-0.325145934946216,0.0594400764304924,-0.188126391113158,0.12035402033197,26.3571428571429,36.3571428571429,25.2380952380952
"Sp_269",0.342263688460499,-0.317493579765827,-0.297767471305902,-0.14077461832067,-0.36167736361951,60.8139534883721,69.5116279069767,45.2558139534884
"Sp_270",-0.525913282545923,-0.425156893544544,0.256019725800134,-0.0663558716359112,-0.179246581602467,18.96,24.76,17.7866666666667
"Sp_271",-0.25400721295974,0.642760084907382,-0.179282422586008,0.202015052039613,0.246927029580852,41.7727272727273,49.8181818181818,29.9318181818182
"Sp_272",-0.326334186878181,0.674628878273189,-0.203652372751413,0.0395692030583305,-0.00234036972865275,34.3666666666667,45.2333333333333,27.4333333333333
"Sp_273",-0.151543164811383,0.684061878466304,-0.123594162975259,-0.100953672949768,-0.262630513369832,44.5142857142857,55.8857142857143,28.3714285714286
"Sp_274",-0.204629073655979,0.629854895391451,-0.371572243358333,-0.15655099144892,0.130288431111176,43.4,56.5777777777778,31.0666666666667
"Sp_275",-0.252933163642132,0.663135683863892,-0.129378916521497,-0.283159699147676,-0.0485064830664389,48.2857142857143,58.1071428571429,26.75
"Sp_276",-0.0936814598820199,0.637566996698102,-0.336501266412701,0.00579900206387612,0.0226455621847781,40.75,51.475,29.45
"Sp_277",-0.427282242513289,0.692469557318618,-0.0221555538597281,-0.0413541321597737,0.131683177163963,29.9459459459459,51.3513513513514,23.5405405405405
"Sp_278",-0.111429752724512,0.759445775309327,-0.181249343250175,0.0720874960302421,-0.0131849142282892,43.6341463414634,53.7073170731707,34.0243902439024
"Sp_279",-0.438157524093398,0.57776448886938,-0.0589112685939512,-0.110877817118905,0.0179957721713545,31.8787878787879,36.7272727272727,29.8787878787879
"Sp_280",0.166879465786974,0.649440413948283,-0.220791311832105,0.0354312980340652,0.293091046194048,62.4897959183673,72.8163265306122,43.3265306122449
"Sp_281",0.0848358582138444,0.306483573220272,-0.298777494011198,-0.205239011717308,0.418346379635905,75.7894736842105,87.1842105263158,57.6315789473684
"Sp_282",0.140786585639721,0.729824981075701,-0.186791519544557,-0.091580701917574,0.241439558811883,74.8846153846154,80.2564102564103,53.7564102564103
"Sp_283",0.11072594910491,0.637871782299049,-0.254838080647784,0.115534023411867,0.196998602898073,75.5128205128205,83.4358974358974,59.1025641025641
"Sp_284",0.0272035777994864,0.636780316869378,-0.225225015673524,-0.204546118313219,-0.106442340321174,70.4302325581395,82.1511627906977,52.8139534883721
"Sp_285",0.463182292833089,-0.301407210443984,0.139127579690185,-0.0681419889785025,-0.306525651837953,67.8181818181818,72.3787878787879,58.7121212121212
"Sp_286",0.727003271044241,0.162979997955359,-0.0318716444049092,-0.0739789877964737,-0.0419466885707731,67.3260869565217,75.6739130434783,59.2173913043478
"Sp_287",0.466676911416124,-0.144971323053329,-0.302513639549767,0.0380054179634786,0.00998597718824188,66.5476190476191,74.5238095238095,54.6190476190476
"Sp_288",0.522675134500153,-0.264376997788093,0.0545849833399354,-0.262759473662792,0.16010768914874,77.6046511627907,82.2790697674419,62.6279069767442
"Sp_289",0.505163713685011,-0.102686686819192,0.197567197576879,-0.372801193021036,0.0139220648255183,56.3333333333333,73.5384615384615,48.4102564102564
"Sp_290",0.562448935253212,-0.0952766136667573,-0.0556710500892321,-0.227307441493916,-0.0719443226341623,67.8888888888889,73.4888888888889,56.7333333333333
"Sp_291",0.564757347234186,-0.112084437401344,0.182849436950156,-0.244608484657277,-0.0829726228826576,66.8709677419355,73.5483870967742,53.3655913978495
"Sp_292",0.588485234916655,-0.187938151611135,0.233525090910114,0.0147205186535883,-0.0630794199591973,64.1081081081081,70.3513513513514,49.972972972973
"Sp_293",0.655264139242202,-0.108408557349887,0.0960415575726066,-0.20336805702563,0.0208543602657347,72.9444444444444,77.8888888888889,63.8888888888889
"Sp_294",0.0192344861374684,-0.586918060899372,0.0171563164953242,0.01346688700212,0.0488106868265861,74.2,79.3142857142857,57.1142857142857
"Sp_295",0.524926876643049,0.0487614242917393,0.0190585515902243,0.014633458942522,0.365703678191723,70.45,74.475,56.075
"Sp_296",0.612547382870717,-0.223600392835385,0.177183618505673,-0.290688948931266,0.00204285597662336,69.2702702702703,71.945945945946,63.6216216216216
"Sp_297",0.635686976876852,-0.061631549261213,0.140588312757275,0.1060862151525,-0.125556169732457,70.6153846153846,78.2051282051282,52.8461538461538
"Sp_298",0.236283844394879,0.21318247460568,0.953709914249462,0.0973965319064032,-0.149526207688824,8.875,8.47916666666667,10.2083333333333
"Sp_299",0.25289552751232,-0.263742587744011,-0.0411423892121525,-0.449558134286556,-0.167225717249127,64.25,76.675,49.925
"Sp_300",0.70129738879612,0.0185957247385388,-0.0370660120350721,-0.131853919548573,-0.109468456980411,71.3913043478261,75.3260869565217,62.7391304347826
"Sp_301",0.402838871116457,0.0526053539381571,-0.168746305444896,0.142519006764323,0.371023361732641,70.15,72.075,49.425
"Sp_302",0.704390723066471,-0.00109599553820657,0.180991850967751,-0.205258477449692,0.0495070948551068,71.9166666666667,75.4791666666667,51.5416666666667
"Sp_303",0.417082776067542,0.490971272962684,-0.269220956194608,-0.38735608222331,-0.0834615522016582,67.7142857142857,83.2619047619048,58.6666666666667
"Sp_304",-0.267005568787493,0.492230400389475,0.200065045078371,-0.552038686170738,-0.225497765983821,47.0810810810811,63.2702702702703,44.4054054054054
"Sp_305",-0.0284730823100531,0.658100170383254,-0.179704799123184,0.0305917735906563,0.256539486251005,43.4186046511628,60.6976744186046,34.6744186046512
"Sp_306",0.128251672662033,0.281477313728963,0.853393993718194,-0.248774027973371,-0.176116146095904,18.8421052631579,16.9210526315789,14.5
"Sp_307",-0.239919932285878,0.178465857064925,0.864753924990484,-0.00374469404429698,0.259563462963356,7.48571428571429,10.1142857142857,8.82857142857143
"Sp_308",0.263417934955755,-0.217406175434797,-0.238862911088395,0.457305257521402,0.141135481528313,57.6046511627907,64.2325581395349,49.4883720930233
"Sp_309",-0.0488608673140818,0.588153312398191,-0.374453633761364,-0.0880148627187979,0.0406009582646755,43.8333333333333,59.0151515151515,33.0606060606061
"Sp_310",-0.10351498364163,-0.464639094796147,0.451276262371969,0.168202612134683,-0.0946302205681912,50.5483870967742,52.2903225806452,43.2903225806452
"Sp_311",-0.0790802527789104,-0.150086559648691,-0.412515582841041,-0.160239822008574,0.127601415352625,59.6091954022989,70.8850574712644,51.9310344827586
"Sp_313",-0.51499897671057,-0.198811517381616,0.248937548232265,-0.462654692259191,-0.0755521146917994,18.4468085106383,23.9148936170213,21.7659574468085
"Sp_314",-0.625945117971632,-0.147036814098074,0.0810774023642849,-0.00785503939427156,0.0978004652816872,56.8481012658228,62.6075949367089,50.620253164557
"Sp_315",-0.586675873288183,-0.194221609698908,-0.101042577170186,0.256915480892336,-0.232524367237163,48.9230769230769,66.8615384615385,42.9846153846154
